feature_row,original_id,raw_smiles,rdkit_canonical_smiles,cleaned_smiles,fragment_parent_smiles,charge_parent_smiles,tautomer_parent_smiles,connectivity_inchikey,canonical_formal_charge,fragment_parent_formal_charge,charge_parent_formal_charge,raw_fragment_count,fragment_parent_fragment_count
3081,OADMET-0004514,COC1=CC=C(C2CCCN2C(=O)C2=NC=CC3=C2C=CO3)C=C1F,COc1ccc(C2CCCN2C(=O)c2nccc3occc23)cc1F,COc1ccc(C2CCCN2C(=O)c2nccc3occc23)cc1F,COc1ccc(C2CCCN2C(=O)c2nccc3occc23)cc1F,COc1ccc(C2CCCN2C(=O)c2nccc3occc23)cc1F,COc1ccc(C2CCCN2C(=O)c2nccc3occc23)cc1F,XJRDGKSZYCOSHT,0,0,0,1,1
3082,OADMET-0004783,CC1=CC=C(S(=O)(=O)N(C)C(C)C2=CC=CC=N2)C(C)=C1,Cc1ccc(S(=O)(=O)N(C)C(C)c2ccccn2)c(C)c1,Cc1ccc(S(=O)(=O)N(C)C(C)c2ccccn2)c(C)c1,Cc1ccc(S(=O)(=O)N(C)C(C)c2ccccn2)c(C)c1,Cc1ccc(S(=O)(=O)N(C)C(C)c2ccccn2)c(C)c1,Cc1ccc(S(=O)(=O)N(C)C(C)c2ccccn2)c(C)c1,NWWSBBOZQLEZJJ,0,0,0,1,1
3083,OADMET-0003654,CC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)O,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,CC(=O)NC(Cc1ccc(O)cc1)C(=O)O,CAHKINHBCWCHCF,0,0,0,1,1
3084,OADMET-0001377,C=CCNC(=O)C1CCCN(C(=O)NC2=CC=C(NC(=O)NC3=CC=C(C)C(C)=C3)C=C2)C1,C=CCNC(=O)C1CCCN(C(=O)Nc2ccc(NC(=O)Nc3ccc(C)c(C)c3)cc2)C1,C=CCNC(=O)C1CCCN(C(=O)Nc2ccc(NC(=O)Nc3ccc(C)c(C)c3)cc2)C1,C=CCNC(=O)C1CCCN(C(=O)Nc2ccc(NC(=O)Nc3ccc(C)c(C)c3)cc2)C1,C=CCNC(=O)C1CCCN(C(=O)Nc2ccc(NC(=O)Nc3ccc(C)c(C)c3)cc2)C1,C=CCNC(=O)C1CCCN(C(=O)Nc2ccc(NC(=O)Nc3ccc(C)c(C)c3)cc2)C1,OLJVOXNTQAIWIM,0,0,0,1,1
3085,OADMET-0005724,NC(=O)C1=CC=C(C(=O)N(CC(F)(F)F)C2CCCC2)S1,NC(=O)c1ccc(C(=O)N(CC(F)(F)F)C2CCCC2)s1,NC(=O)c1ccc(C(=O)N(CC(F)(F)F)C2CCCC2)s1,NC(=O)c1ccc(C(=O)N(CC(F)(F)F)C2CCCC2)s1,NC(=O)c1ccc(C(=O)N(CC(F)(F)F)C2CCCC2)s1,NC(=O)c1ccc(C(=O)N(CC(F)(F)F)C2CCCC2)s1,JZZQXROREDBZIA,0,0,0,1,1
3086,OADMET-0003528,CN1N=CC2=CC=C(CNC3=NC=NC4=CC=C(F)C=C43)C=C21,Cn1ncc2ccc(CNc3ncnc4ccc(F)cc34)cc21,Cn1ncc2ccc(CNc3ncnc4ccc(F)cc34)cc21,Cn1ncc2ccc(CNc3ncnc4ccc(F)cc34)cc21,Cn1ncc2ccc(CNc3ncnc4ccc(F)cc34)cc21,Cn1ncc2ccc(CNc3ncnc4ccc(F)cc34)cc21,IMSNSGWODHWPIM,0,0,0,1,1
3087,OADMET-0005574,COC1=CC=CC=C1N1CCC(NC(=O)CC2=NOC3=CC=CC=C32)C1,COc1ccccc1N1CCC(NC(=O)Cc2noc3ccccc23)C1,COc1ccccc1N1CCC(NC(=O)Cc2noc3ccccc23)C1,COc1ccccc1N1CCC(NC(=O)Cc2noc3ccccc23)C1,COc1ccccc1N1CCC(NC(=O)Cc2noc3ccccc23)C1,COc1ccccc1N1CCC(NC(=O)Cc2noc3ccccc23)C1,OCROYZUDBKQNEW,0,0,0,1,1
3088,OADMET-0005080,O=C1NC2=CC=CC=C2CCC1NC(=O)N1CC2=CC(F)=C(F)C=C2C1,O=C1Nc2ccccc2CCC1NC(=O)N1Cc2cc(F)c(F)cc2C1,O=C1Nc2ccccc2CCC1NC(=O)N1Cc2cc(F)c(F)cc2C1,O=C1Nc2ccccc2CCC1NC(=O)N1Cc2cc(F)c(F)cc2C1,O=C1Nc2ccccc2CCC1NC(=O)N1Cc2cc(F)c(F)cc2C1,O=C1Nc2ccccc2CCC1NC(=O)N1Cc2cc(F)c(F)cc2C1,ZTAZZPINXIYQLN,0,0,0,1,1
3089,OADMET-0001633,C=CC(=O)N(C)CC(=O)NC1=CC=CC(Cl)=C1OC(C)C,C=CC(=O)N(C)CC(=O)Nc1cccc(Cl)c1OC(C)C,C=CC(=O)N(C)CC(=O)Nc1cccc(Cl)c1OC(C)C,C=CC(=O)N(C)CC(=O)Nc1cccc(Cl)c1OC(C)C,C=CC(=O)N(C)CC(=O)Nc1cccc(Cl)c1OC(C)C,C=CC(=O)N(C)CC(=O)Nc1cccc(Cl)c1OC(C)C,TXRVVROJPOMNSF,0,0,0,1,1
3090,OADMET-0006076,CC1=CC=C(NCC2=CC=CC3=CC=CC=C32)C=C1N1C=NN=N1,Cc1ccc(NCc2cccc3ccccc23)cc1-n1cnnn1,Cc1ccc(NCc2cccc3ccccc23)cc1-n1cnnn1,Cc1ccc(NCc2cccc3ccccc23)cc1-n1cnnn1,Cc1ccc(NCc2cccc3ccccc23)cc1-n1cnnn1,Cc1ccc(NCc2cccc3ccccc23)cc1-n1cnnn1,QNQSCXODGQCIFA,0,0,0,1,1
3091,OADMET-0002587,CCC1=CC=C(C(=O)N2CCN(S(=O)(=O)C3=CC=CC=C3OC(F)F)CC2)C=C1,CCc1ccc(C(=O)N2CCN(S(=O)(=O)c3ccccc3OC(F)F)CC2)cc1,CCc1ccc(C(=O)N2CCN(S(=O)(=O)c3ccccc3OC(F)F)CC2)cc1,CCc1ccc(C(=O)N2CCN(S(=O)(=O)c3ccccc3OC(F)F)CC2)cc1,CCc1ccc(C(=O)N2CCN(S(=O)(=O)c3ccccc3OC(F)F)CC2)cc1,CCc1ccc(C(=O)N2CCN(S(=O)(=O)c3ccccc3OC(F)F)CC2)cc1,AWUCBRVUTSPZQP,0,0,0,1,1
3092,OADMET-0005319,COC1=CC=CC=C1C(C)NC(=O)CN1CCCC1CN1C=NC=N1,COc1ccccc1C(C)NC(=O)CN1CCCC1Cn1cncn1,COc1ccccc1C(C)NC(=O)CN1CCCC1Cn1cncn1,COc1ccccc1C(C)NC(=O)CN1CCCC1Cn1cncn1,COc1ccccc1C(C)NC(=O)CN1CCCC1Cn1cncn1,COc1ccccc1C(C)NC(=O)CN1CCCC1Cn1cncn1,KKPMBYYDYDVFMJ,0,0,0,1,1
3093,OADMET-0002645,CC(C)N(C)S(=O)(=O)C1=CC=CC(C(=O)NCC2(C3=CC=CC=N3)CCC2)=C1,CC(C)N(C)S(=O)(=O)c1cccc(C(=O)NCC2(c3ccccn3)CCC2)c1,CC(C)N(C)S(=O)(=O)c1cccc(C(=O)NCC2(c3ccccn3)CCC2)c1,CC(C)N(C)S(=O)(=O)c1cccc(C(=O)NCC2(c3ccccn3)CCC2)c1,CC(C)N(C)S(=O)(=O)c1cccc(C(=O)NCC2(c3ccccn3)CCC2)c1,CC(C)N(C)S(=O)(=O)c1cccc(C(=O)NCC2(c3ccccn3)CCC2)c1,QBTZTBKNCBDXKY,0,0,0,1,1
3094,OADMET-0001219,CC(C)N1C=CN=C1CNC(=O)N1CCC[C@@H]1C(N)=O,CC(C)n1ccnc1CNC(=O)N1CCC[C@@H]1C(N)=O,CC(C)n1ccnc1CNC(=O)N1CCC[C@@H]1C(N)=O,CC(C)n1ccnc1CNC(=O)N1CCC[C@@H]1C(N)=O,CC(C)n1ccnc1CNC(=O)N1CCC[C@@H]1C(N)=O,CC(C)n1ccnc1CNC(=O)N1CCCC1C(N)=O,LJRYXBPRGANJNJ,0,0,0,1,1
3095,OADMET-0005901,CC(C)N1C=CC(CN2CCCNC(=O)C2CC2=CC=CC=C2)=N1,CC(C)n1ccc(CN2CCCNC(=O)C2Cc2ccccc2)n1,CC(C)n1ccc(CN2CCCNC(=O)C2Cc2ccccc2)n1,CC(C)n1ccc(CN2CCCNC(=O)C2Cc2ccccc2)n1,CC(C)n1ccc(CN2CCCNC(=O)C2Cc2ccccc2)n1,CC(C)n1ccc(CN2CCCNC(=O)C2Cc2ccccc2)n1,WTTPTXHWBCVSAE,0,0,0,1,1
3096,OADMET-0003975,O=C(NC1=CC=CC(OCC(F)(F)F)=C1)C1=C2CCCCN2N=C1,O=C(Nc1cccc(OCC(F)(F)F)c1)c1cnn2c1CCCC2,O=C(Nc1cccc(OCC(F)(F)F)c1)c1cnn2c1CCCC2,O=C(Nc1cccc(OCC(F)(F)F)c1)c1cnn2c1CCCC2,O=C(Nc1cccc(OCC(F)(F)F)c1)c1cnn2c1CCCC2,O=C(Nc1cccc(OCC(F)(F)F)c1)c1cnn2c1CCCC2,IBRBGFVBBRADCR,0,0,0,1,1
3097,OADMET-0000958,CNC(=O)C1=CC=C(S(=O)(=O)N[C@H](C(=O)O)C(C)C)C=C1,CNC(=O)c1ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc1,CNC(=O)c1ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc1,CNC(=O)c1ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc1,CNC(=O)c1ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc1,CNC(=O)c1ccc(S(=O)(=O)NC(C(=O)O)C(C)C)cc1,QIIDMTWZBUGQFM,0,0,0,1,1
3098,OADMET-0002871,CCCC1=NNC(C(=O)NC2=CC=C3OC(=O)N(CC(=O)N4CCCCC4)C3=C2)=C1,CCCc1cc(C(=O)Nc2ccc3oc(=O)n(CC(=O)N4CCCCC4)c3c2)[nH]n1,CCCc1cc(C(=O)Nc2ccc3oc(=O)n(CC(=O)N4CCCCC4)c3c2)[nH]n1,CCCc1cc(C(=O)Nc2ccc3oc(=O)n(CC(=O)N4CCCCC4)c3c2)[nH]n1,CCCc1cc(C(=O)Nc2ccc3oc(=O)n(CC(=O)N4CCCCC4)c3c2)[nH]n1,CCCc1cc(C(=O)Nc2ccc3oc(=O)n(CC(=O)N4CCCCC4)c3c2)[nH]n1,RPQPAZRCMDJERP,0,0,0,1,1
3099,OADMET-0001397,CNC1=CN=C(OC2CCN(C(=O)CCC3=NC4=C(C=CC=C4)N3)C2)C=C1,CNc1ccc(OC2CCN(C(=O)CCc3nc4ccccc4[nH]3)C2)nc1,CNc1ccc(OC2CCN(C(=O)CCc3nc4ccccc4[nH]3)C2)nc1,CNc1ccc(OC2CCN(C(=O)CCc3nc4ccccc4[nH]3)C2)nc1,CNc1ccc(OC2CCN(C(=O)CCc3nc4ccccc4[nH]3)C2)nc1,CNc1ccc(OC2CCN(C(=O)CCc3nc4ccccc4[nH]3)C2)nc1,YASUVIMVKKFURV,0,0,0,1,1
3100,OADMET-0002749,CC1=NC(N2CCN(C(=O)C3=C(C)N(C4=CC=CC=C4F)N=C3)CC2)=CC=N1,Cc1nccc(N2CCN(C(=O)c3cnn(-c4ccccc4F)c3C)CC2)n1,Cc1nccc(N2CCN(C(=O)c3cnn(-c4ccccc4F)c3C)CC2)n1,Cc1nccc(N2CCN(C(=O)c3cnn(-c4ccccc4F)c3C)CC2)n1,Cc1nccc(N2CCN(C(=O)c3cnn(-c4ccccc4F)c3C)CC2)n1,Cc1nccc(N2CCN(C(=O)c3cnn(-c4ccccc4F)c3C)CC2)n1,TUELKUOGNFGSNX,0,0,0,1,1
3101,OADMET-0001401,CCNC1=NC=NC(N2CCCC(CCC(=O)N3CCN(C(=O)OCC)CC3)C2)=C1,CCNc1cc(N2CCCC(CCC(=O)N3CCN(C(=O)OCC)CC3)C2)ncn1,CCNc1cc(N2CCCC(CCC(=O)N3CCN(C(=O)OCC)CC3)C2)ncn1,CCNc1cc(N2CCCC(CCC(=O)N3CCN(C(=O)OCC)CC3)C2)ncn1,CCNc1cc(N2CCCC(CCC(=O)N3CCN(C(=O)OCC)CC3)C2)ncn1,CCNc1cc(N2CCCC(CCC(=O)N3CCN(C(=O)OCC)CC3)C2)ncn1,OTRPOFUYNDZHNY,0,0,0,1,1
3102,OADMET-0003848,COC1=CC=CC2=C1C=C(C(=O)NCC#CC1CCCCO1)N2,COc1cccc2[nH]c(C(=O)NCC#CC3CCCCO3)cc12,COc1cccc2[nH]c(C(=O)NCC#CC3CCCCO3)cc12,COc1cccc2[nH]c(C(=O)NCC#CC3CCCCO3)cc12,COc1cccc2[nH]c(C(=O)NCC#CC3CCCCO3)cc12,COc1cccc2[nH]c(C(=O)NCC#CC3CCCCO3)cc12,TZHCGVRZHACKPM,0,0,0,1,1
3103,OADMET-0002647,CN1C(=O)CCCC1C(=O)NC1=CC=C(OC2=CC=NC=C2)C(Cl)=C1,CN1C(=O)CCCC1C(=O)Nc1ccc(Oc2ccncc2)c(Cl)c1,CN1C(=O)CCCC1C(=O)Nc1ccc(Oc2ccncc2)c(Cl)c1,CN1C(=O)CCCC1C(=O)Nc1ccc(Oc2ccncc2)c(Cl)c1,CN1C(=O)CCCC1C(=O)Nc1ccc(Oc2ccncc2)c(Cl)c1,CN1C(=O)CCCC1C(=O)Nc1ccc(Oc2ccncc2)c(Cl)c1,ZCEYLWXXNMDZEQ,0,0,0,1,1
3104,OADMET-0003172,OCC(NC1=NC(C2=CC=CC=C2)=NS1)C1=CC=CC(Cl)=C1F,OCC(Nc1nc(-c2ccccc2)ns1)c1cccc(Cl)c1F,OCC(Nc1nc(-c2ccccc2)ns1)c1cccc(Cl)c1F,OCC(Nc1nc(-c2ccccc2)ns1)c1cccc(Cl)c1F,OCC(Nc1nc(-c2ccccc2)ns1)c1cccc(Cl)c1F,OCC(Nc1nc(-c2ccccc2)ns1)c1cccc(Cl)c1F,CEYRGLDKUBETCE,0,0,0,1,1
3105,OADMET-0003772,COC1=CC2=NC=CC(OC3=CC=C(NC(=O)NC4CC4)C(Cl)=C3)=C2C=C1C(N)=O,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,WOSKHXYHFSIKNG,0,0,0,1,1
3106,OADMET-0002246,O=C(O)C1=CC=CO1,O=C(O)c1ccco1,O=C(O)c1ccco1,O=C(O)c1ccco1,O=C(O)c1ccco1,O=C(O)c1ccco1,SMNDYUVBFMFKNZ,0,0,0,1,1
3107,OADMET-0001818,COC1=CC=C(OCC(=O)NCC2=CC=CC=C2OC)C(C=O)=C1,COc1ccc(OCC(=O)NCc2ccccc2OC)c(C=O)c1,COc1ccc(OCC(=O)NCc2ccccc2OC)c(C=O)c1,COc1ccc(OCC(=O)NCc2ccccc2OC)c(C=O)c1,COc1ccc(OCC(=O)NCc2ccccc2OC)c(C=O)c1,COc1ccc(OCC(=O)NCc2ccccc2OC)c(C=O)c1,FSKZHLVJDMPCCC,0,0,0,1,1
3108,OADMET-0002830,O=S(=O)(NC1=CC=CC2=C1CN(C1CC1)C2)C1=C(C2CC2)C=CS1,O=S(=O)(Nc1cccc2c1CN(C1CC1)C2)c1sccc1C1CC1,O=S(=O)(Nc1cccc2c1CN(C1CC1)C2)c1sccc1C1CC1,O=S(=O)(Nc1cccc2c1CN(C1CC1)C2)c1sccc1C1CC1,O=S(=O)(Nc1cccc2c1CN(C1CC1)C2)c1sccc1C1CC1,O=S(=O)(Nc1cccc2c1CN(C1CC1)C2)c1sccc1C1CC1,PGALJWIUWGHPQM,0,0,0,1,1
3109,OADMET-0002935,O=C(NCC1=CSC2=CC=CC=C12)C1=NNC(C2CC2)=C1,O=C(NCc1csc2ccccc12)c1cc(C2CC2)[nH]n1,O=C(NCc1csc2ccccc12)c1cc(C2CC2)[nH]n1,O=C(NCc1csc2ccccc12)c1cc(C2CC2)[nH]n1,O=C(NCc1csc2ccccc12)c1cc(C2CC2)[nH]n1,O=C(NCc1csc2ccccc12)c1cc(C2CC2)[nH]n1,ZNXZZLAYPIECGS,0,0,0,1,1
3110,OADMET-0004836,CC1=C(C)C2=C(N3CCC(S(N)(=O)=O)C3)N=C(C3=CC=CN=C3)N=C2S1,Cc1sc2nc(-c3cccnc3)nc(N3CCC(S(N)(=O)=O)C3)c2c1C,Cc1sc2nc(-c3cccnc3)nc(N3CCC(S(N)(=O)=O)C3)c2c1C,Cc1sc2nc(-c3cccnc3)nc(N3CCC(S(N)(=O)=O)C3)c2c1C,Cc1sc2nc(-c3cccnc3)nc(N3CCC(S(N)(=O)=O)C3)c2c1C,Cc1sc2nc(-c3cccnc3)nc(N3CCC(S(N)(=O)=O)C3)c2c1C,XDVBFTZRKVTXJJ,0,0,0,1,1
3111,OADMET-0002994,CC(C(=O)NC(C)(C)C(=O)NC1=CC=CC=C1)C1=CC=CC=C1F,CC(C(=O)NC(C)(C)C(=O)Nc1ccccc1)c1ccccc1F,CC(C(=O)NC(C)(C)C(=O)Nc1ccccc1)c1ccccc1F,CC(C(=O)NC(C)(C)C(=O)Nc1ccccc1)c1ccccc1F,CC(C(=O)NC(C)(C)C(=O)Nc1ccccc1)c1ccccc1F,CC(C(=O)NC(C)(C)C(=O)Nc1ccccc1)c1ccccc1F,DAMVDZMZNFDOHH,0,0,0,1,1
3112,OADMET-0002967,O=S(=O)(CC1=CC=NO1)NC(C1=CC=C(Cl)C=C1)C1CCC1,O=S(=O)(Cc1ccno1)NC(c1ccc(Cl)cc1)C1CCC1,O=S(=O)(Cc1ccno1)NC(c1ccc(Cl)cc1)C1CCC1,O=S(=O)(Cc1ccno1)NC(c1ccc(Cl)cc1)C1CCC1,O=S(=O)(Cc1ccno1)NC(c1ccc(Cl)cc1)C1CCC1,O=S(=O)(Cc1ccno1)NC(c1ccc(Cl)cc1)C1CCC1,WIOGBWBKPRSVRX,0,0,0,1,1
3113,OADMET-0002903,COC1=CC(C(=O)N2CCCCC2C2=NC=CC=N2)=CC(OC)=C1C,COc1cc(C(=O)N2CCCCC2c2ncccn2)cc(OC)c1C,COc1cc(C(=O)N2CCCCC2c2ncccn2)cc(OC)c1C,COc1cc(C(=O)N2CCCCC2c2ncccn2)cc(OC)c1C,COc1cc(C(=O)N2CCCCC2c2ncccn2)cc(OC)c1C,COc1cc(C(=O)N2CCCCC2c2ncccn2)cc(OC)c1C,IILLJFHDBMAMOV,0,0,0,1,1
3114,OADMET-0002731,O=C(C1=CC2=C(S1)C1=CC=CC=C1CC2)N1CCCCC1C1=NOC=N1,O=C(c1cc2c(s1)-c1ccccc1CC2)N1CCCCC1c1ncon1,O=C(c1cc2c(s1)-c1ccccc1CC2)N1CCCCC1c1ncon1,O=C(c1cc2c(s1)-c1ccccc1CC2)N1CCCCC1c1ncon1,O=C(c1cc2c(s1)-c1ccccc1CC2)N1CCCCC1c1ncon1,O=C(c1cc2c(s1)-c1ccccc1CC2)N1CCCCC1c1ncon1,NESANQMBMJHHBO,0,0,0,1,1
3115,OADMET-0005162,CC1CCN(C(=O)NCC2CCN(C3=CC=CC=C3Cl)C2)CC1,CC1CCN(C(=O)NCC2CCN(c3ccccc3Cl)C2)CC1,CC1CCN(C(=O)NCC2CCN(c3ccccc3Cl)C2)CC1,CC1CCN(C(=O)NCC2CCN(c3ccccc3Cl)C2)CC1,CC1CCN(C(=O)NCC2CCN(c3ccccc3Cl)C2)CC1,CC1CCN(C(=O)NCC2CCN(c3ccccc3Cl)C2)CC1,LLUZHZALVKLRDA,0,0,0,1,1
3116,OADMET-0001865,CCCCCCCC/C=C\CCCCCCCC(=O)N(CCO)CCO,CCCCCCCC/C=C\CCCCCCCC(=O)N(CCO)CCO,CCCCCCCC/C=C\CCCCCCCC(=O)N(CCO)CCO,CCCCCCCC/C=C\CCCCCCCC(=O)N(CCO)CCO,CCCCCCCC/C=C\CCCCCCCC(=O)N(CCO)CCO,CCCCCCCC/C=C\CCCCCCCC(=O)N(CCO)CCO,LPMBTLLQQJBUOO,0,0,0,1,1
3117,OADMET-0001493,CC1=CC(C(=O)N2CC(N3C=NC=N3)C2)=CC(C=O)=C1O,Cc1cc(C(=O)N2CC(n3cncn3)C2)cc(C=O)c1O,Cc1cc(C(=O)N2CC(n3cncn3)C2)cc(C=O)c1O,Cc1cc(C(=O)N2CC(n3cncn3)C2)cc(C=O)c1O,Cc1cc(C(=O)N2CC(n3cncn3)C2)cc(C=O)c1O,Cc1cc(C(=O)N2CC(n3cncn3)C2)cc(C=O)c1O,MFGWGKDSKHCIPX,0,0,0,1,1
3118,OADMET-0003844,COC1=CC(F)=C(C(=O)NC2=NN(C3CCCCC3)C(C)=C2)C(F)=C1,COc1cc(F)c(C(=O)Nc2cc(C)n(C3CCCCC3)n2)c(F)c1,COc1cc(F)c(C(=O)Nc2cc(C)n(C3CCCCC3)n2)c(F)c1,COc1cc(F)c(C(=O)Nc2cc(C)n(C3CCCCC3)n2)c(F)c1,COc1cc(F)c(C(=O)Nc2cc(C)n(C3CCCCC3)n2)c(F)c1,COc1cc(F)c(C(=O)Nc2cc(C)n(C3CCCCC3)n2)c(F)c1,JAPPCCYAUPAWPQ,0,0,0,1,1
3119,OADMET-0004817,CC1(C(=O)NCC2(CO)CC3(CCC3)C2)CC(C2=CC=CC=C2)=NO1,CC1(C(=O)NCC2(CO)CC3(CCC3)C2)CC(c2ccccc2)=NO1,CC1(C(=O)NCC2(CO)CC3(CCC3)C2)CC(c2ccccc2)=NO1,CC1(C(=O)NCC2(CO)CC3(CCC3)C2)CC(c2ccccc2)=NO1,CC1(C(=O)NCC2(CO)CC3(CCC3)C2)CC(c2ccccc2)=NO1,CC1(C(=O)NCC2(CO)CC3(CCC3)C2)CC(c2ccccc2)=NO1,HAJUTWZCSOBNFI,0,0,0,1,1
3120,OADMET-0001717,C=CC(=O)NCC1=CC=C(C(=O)N2CCN(C3=NCCS3)CC2)C=C1,C=CC(=O)NCc1ccc(C(=O)N2CCN(C3=NCCS3)CC2)cc1,C=CC(=O)NCc1ccc(C(=O)N2CCN(C3=NCCS3)CC2)cc1,C=CC(=O)NCc1ccc(C(=O)N2CCN(C3=NCCS3)CC2)cc1,C=CC(=O)NCc1ccc(C(=O)N2CCN(C3=NCCS3)CC2)cc1,C=CC(=O)NCc1ccc(C(=O)N2CCN(C3=NCCS3)CC2)cc1,GRHFJAMTMYQPQV,0,0,0,1,1
3121,OADMET-0000972,CC(=O)NCCC1CCCCN1S(=O)(=O)CC1=CC=C(Cl)C=C1,CC(=O)NCCC1CCCCN1S(=O)(=O)Cc1ccc(Cl)cc1,CC(=O)NCCC1CCCCN1S(=O)(=O)Cc1ccc(Cl)cc1,CC(=O)NCCC1CCCCN1S(=O)(=O)Cc1ccc(Cl)cc1,CC(=O)NCCC1CCCCN1S(=O)(=O)Cc1ccc(Cl)cc1,CC(=O)NCCC1CCCCN1S(=O)(=O)Cc1ccc(Cl)cc1,YJKKAPOJMINHFV,0,0,0,1,1
3122,OADMET-0001044,CC(C)C1=C(CNC(=O)[C@@H]2COC(=O)N2)SN=N1,CC(C)c1nnsc1CNC(=O)[C@@H]1COC(=O)N1,CC(C)c1nnsc1CNC(=O)[C@@H]1COC(=O)N1,CC(C)c1nnsc1CNC(=O)[C@@H]1COC(=O)N1,CC(C)c1nnsc1CNC(=O)[C@@H]1COC(=O)N1,CC(C)c1nnsc1CNC(=O)C1COC(=O)N1,HSAPPIIQEVUMJZ,0,0,0,1,1
3123,OADMET-0001594,"C=CC(=O)N1CCCC(C(=O)N[C@H]2CCC(=O)N[C@@H]2C2CC2)C1 |&1:12,18|",C=CC(=O)N1CCCC(C(=O)N[C@H]2CCC(=O)N[C@@H]2C2CC2)C1,C=CC(=O)N1CCCC(C(=O)N[C@H]2CCC(=O)N[C@@H]2C2CC2)C1,C=CC(=O)N1CCCC(C(=O)N[C@H]2CCC(=O)N[C@@H]2C2CC2)C1,C=CC(=O)N1CCCC(C(=O)N[C@H]2CCC(=O)N[C@@H]2C2CC2)C1,C=CC(=O)N1CCCC(C(=O)N[C@H]2CCC(=O)N[C@@H]2C2CC2)C1,DEFIWAPMTMSBQW,0,0,0,1,1
3124,OADMET-0001022,CN1N=CN=C1C(NC(=O)CCN1C=CC(=O)NC1=O)C1CC1,Cn1ncnc1C(NC(=O)CCn1ccc(=O)[nH]c1=O)C1CC1,Cn1ncnc1C(NC(=O)CCn1ccc(=O)[nH]c1=O)C1CC1,Cn1ncnc1C(NC(=O)CCn1ccc(=O)[nH]c1=O)C1CC1,Cn1ncnc1C(NC(=O)CCn1ccc(=O)[nH]c1=O)C1CC1,Cn1ncnc1C(NC(=O)CCn1ccc(=O)[nH]c1=O)C1CC1,RVZWHUZLTUHNPS,0,0,0,1,1
3125,OADMET-0005034,CC(C)(C)OC(=O)N1CC(O)(C2(C(=O)N3CC[C@H](F)C3)CCC2)C1,CC(C)(C)OC(=O)N1CC(O)(C2(C(=O)N3CC[C@H](F)C3)CCC2)C1,CC(C)(C)OC(=O)N1CC(O)(C2(C(=O)N3CC[C@H](F)C3)CCC2)C1,CC(C)(C)OC(=O)N1CC(O)(C2(C(=O)N3CC[C@H](F)C3)CCC2)C1,CC(C)(C)OC(=O)N1CC(O)(C2(C(=O)N3CC[C@H](F)C3)CCC2)C1,CC(C)(C)OC(=O)N1CC(O)(C2(C(=O)N3CC[C@H](F)C3)CCC2)C1,HXAWOSHQTBGXKI,0,0,0,1,1
3126,OADMET-0002135,CC1=CC=C(C)C(N2CCNCC2)=C1,Cc1ccc(C)c(N2CCNCC2)c1,Cc1ccc(C)c(N2CCNCC2)c1,Cc1ccc(C)c(N2CCNCC2)c1,Cc1ccc(C)c(N2CCNCC2)c1,Cc1ccc(C)c(N2CCNCC2)c1,YRIFWVMRUFKWLM,0,0,0,1,1
3127,OADMET-0004680,CC(=O)N1C2=CC=CC=C2C[C@H]1C1=NC(CC2=NOC(C)=C2)=NO1,CC(=O)N1c2ccccc2C[C@H]1c1nc(Cc2cc(C)on2)no1,CC(=O)N1c2ccccc2C[C@H]1c1nc(Cc2cc(C)on2)no1,CC(=O)N1c2ccccc2C[C@H]1c1nc(Cc2cc(C)on2)no1,CC(=O)N1c2ccccc2C[C@H]1c1nc(Cc2cc(C)on2)no1,CC(=O)N1c2ccccc2C[C@H]1c1nc(Cc2cc(C)on2)no1,IAROJHLXIQAOIA,0,0,0,1,1
3128,OADMET-0004327,CC1=C(C)C2=C(N=C(C(C)NC3=CC=C4CCC(=O)NC4=C3)NC2=O)S1,Cc1sc2nc(C(C)Nc3ccc4c(c3)NC(=O)CC4)[nH]c(=O)c2c1C,Cc1sc2nc(C(C)Nc3ccc4c(c3)NC(=O)CC4)[nH]c(=O)c2c1C,Cc1sc2nc(C(C)Nc3ccc4c(c3)NC(=O)CC4)[nH]c(=O)c2c1C,Cc1sc2nc(C(C)Nc3ccc4c(c3)NC(=O)CC4)[nH]c(=O)c2c1C,Cc1sc2[nH]c(C(C)Nc3ccc4c(c3)NC(=O)CC4)nc(=O)c2c1C,PZVOWBACQLLAGD,0,0,0,1,1
