record_id,fold,smiles,y_true,MW,heavy_atoms,identity_formal_charge,feature_array_row,source_feature_row,row_id,prepared_smiles,prepared_formal_charge,prepared_is_charged,native_cached,norm_l2,centered_norm_l2,member1_norm_l2,member2_norm_l2,PC1,PC2,PC3,PC4,PC5
nesso_be40b9b060dd5955b8db,3,O=C(O)c1ccco1,1.92,112.08399999999997,8,0,2493,3106,OADMET-0002246,O=C([O-])c1ccco1,-1,1,4.353131294250488,43.0964775649598,36.035620773991084,42.150768577864504,8.978813217925515,34.53383744883399,3.9937808753659834,2.8303131119989153,-4.674894768532085,-4.954852525702905
nesso_be605f61580e94ec4146,1,COc1ccc(OCC(=O)NCc2ccccc2OC)c(C=O)c1,4.05,329.3520000000001,24,0,2494,3107,OADMET-0001818,COc1ccc(OCC(=O)NCc2ccccc2OC)c(C=O)c1,0,0,4.948876857757568,15.6014006596034,2.9017472224258327,14.698862056183025,5.229450907578761,-1.0980454362912764,-1.3382361490387096,-1.897037903947025,-0.7768771277958586,0.3478185503853271
nesso_be816807a69a8b0df6c1,1,O=S(=O)(Nc1cccc2c1CN(C1CC1)C2)c1sccc1C1CC1,5.4,360.5040000000001,24,0,2495,3108,OADMET-0002830,O=S(=O)(Nc1cccc2c1C[NH+](C1CC1)C2)c1sccc1C1CC1,1,1,4.744626522064209,19.418778360646254,6.465186082144994,17.9385200874825,7.43629276527558,4.739435545622552,-3.605631790155469,-0.874954582873491,0.4282142854107821,-0.8430668291080747
nesso_be905e07f16df07444f6,4,O=C(NCc1csc2ccccc12)c1cc(C2CC2)[nH]n1,5.28,297.38300000000004,21,0,2496,3109,OADMET-0002935,O=C(NCc1csc2ccccc12)c1cc(C2CC2)[nH]n1,0,0,5.275200366973877,16.113211574589354,7.540393181628086,15.552357292693447,4.214234199458454,-6.219320359497283,3.518561359418701,0.6755819804086706,-0.2675935005681353,0.7468210428169513
nesso_bec288718009b535713a,2,CC(C(=O)NC(C)(C)C(=O)Nc1ccccc1)c1ccccc1F,4.73,328.38700000000006,24,0,2497,3111,OADMET-0002994,CC(C(=O)NC(C)(C)C(=O)Nc1ccccc1)c1ccccc1F,0,0,4.759269714355469,16.39365518908916,4.007331672401825,15.471831865159153,5.419810808044483,-1.8115339325441386,-1.0205926354143937,-2.761378985606081,0.37609608235017966,-1.5103923719106196
nesso_bec2c85bd8b9b1b0649c,1,O=S(=O)(Cc1ccno1)NC(c1ccc(Cl)cc1)C1CCC1,4.83,340.8320000000001,22,0,2498,3112,OADMET-0002967,O=S(=O)(Cc1ccno1)NC(c1ccc(Cl)cc1)C1CCC1,0,0,4.882283687591553,18.193831679996716,3.990406574844768,17.089656004093218,6.241728034912508,1.978549061108151,-2.740525982011836,-0.211406433923997,-0.20382877567424362,1.1039990855394586
nesso_bee2aaacbb8a5300554a,1,COc1cc(C(=O)N2CCCCC2c2ncccn2)cc(OC)c1C,5.4,341.4110000000001,25,0,2499,3113,OADMET-0002903,COc1cc(C(=O)N2CCCCC2c2ncccn2)cc(OC)c1C,0,0,4.9713521003723145,15.789059653591885,4.576155164274458,15.255894256583513,4.068426621757517,-3.7982892216327793,0.6304754799997976,-1.98328813070655,-0.41821613266632746,-0.8777314968038931
nesso_bee8a4d9dde5ef54cf1e,2,O=C(c1cc2c(s1)-c1ccccc1CC2)N1CCCCC1c1ncon1,5.61,365.4580000000001,26,0,2500,3114,OADMET-0002731,O=C(c1cc2c(s1)-c1ccccc1CC2)N1CCCCC1c1ncon1,0,0,5.652207851409912,16.15772040521955,8.923109456098665,15.91743513778662,2.7761821495723193,-6.932185560069957,4.600699816279676,1.6162941188027218,-2.1450381850944735,1.1088676346107067
nesso_bee92b47a67419ae9905,0,CC1CCN(C(=O)NCC2CCN(c3ccccc3Cl)C2)CC1,4.9,335.87900000000013,23,0,2501,3115,OADMET-0005162,CC1CCN(C(=O)NCC2CCN(c3ccccc3Cl)C2)CC1,0,0,4.692824840545654,18.535435672058725,3.785929490008079,16.735446893123704,7.9678850920719935,-0.05302729721648422,-2.20998421240209,-1.3168408436997932,2.438109438424574,0.27766609267275827
nesso_beea7e37023706f11e2c,4,CCCCCCCC/C=C\CCCCCCCC(=O)N(CCO)CCO,2.81,369.5900000000001,26,0,2502,3116,OADMET-0001865,CCCCCCCC/C=C\CCCCCCCC(=O)N(CCO)CCO,0,0,6.094405651092529,33.20600158376013,24.41117357160919,32.69374867893445,5.810106582443409,-11.953813924186937,14.119478154907181,13.495695195176795,6.116755831189616,-1.4282136895420239
nesso_bef7902b99d779094fd3,3,Cc1cc(C(=O)N2CC(n3cncn3)C2)cc(C=O)c1O,2.33,286.29100000000005,21,0,2503,3117,OADMET-0001493,Cc1cc(C(=O)N2CC(n3cncn3)C2)cc(C=O)c1O,0,0,4.697127819061279,19.79920557359153,4.52977094856305,17.949267153028117,8.356575256321442,1.1585910049408832,-2.8370506749940043,-0.19481065148983967,2.718222828098628,1.3052208929910911
nesso_befcccc474f4a7d373fe,3,CC1(C(=O)NCC2(CO)CC3(CCC3)C2)CC(c2ccccc2)=NO1,4.78,342.43899999999996,25,0,2504,3119,OADMET-0004817,CC1(C(=O)NCC2(CO)CC3(CCC3)C2)CC(c2ccccc2)=NO1,0,0,4.884191036224365,19.00970555433346,6.302621858913387,17.516590720792305,7.384981704967819,-4.385440930478612,1.2106343733627751,0.02909927389746164,3.72601572975222,0.4049151722720641
nesso_bf527874e0f10f245f96,0,CC(C)c1nnsc1CNC(=O)[C@@H]1COC(=O)N1,3.2,270.31399999999996,18,0,2505,3122,OADMET-0001044,CC(C)c1nnsc1CNC(=O)[C@@H]1COC(=O)N1,0,0,4.6789445877075195,20.90729183454036,8.035384544194477,18.766738105051726,9.21544316628547,5.8779668786817405,-4.713856351458467,0.7312881960534072,1.0721946613558564,1.6204215327876728
nesso_bf593c364273b6f242a0,2,C=CC(=O)N1CCCC(C(=O)N[C@H]2CCC(=O)N[C@@H]2C2CC2)C1,1.7,319.40500000000014,23,0,2506,3123,OADMET-0001594,C=CC(=O)N1CCCC(C(=O)N[C@H]2CCC(=O)N[C@@H]2C2CC2)C1,0,0,4.906315803527832,25.43173372462478,12.734946830697652,22.984670661355153,10.88475975064481,10.176172761762563,-5.322504126557203,3.595951582768632,2.525929286527204,2.4703841598632135
nesso_bf7c5e555eef75f4f9c5,2,Cn1ncnc1C(NC(=O)CCn1ccc(=O)[nH]c1=O)C1CC1,2.31,318.3370000000001,23,0,2507,3124,OADMET-0001022,Cn1ncnc1C(NC(=O)CCn1ccc(=O)[nH]c1=O)C1CC1,0,0,4.575786590576172,22.667260289691896,7.815128883080408,20.857518079408283,8.875169215727649,5.171409975469629,-4.475974734080596,0.845234568409705,2.957763208425705,0.5543110371974057
nesso_bf7faa8e648121554eec,4,Cc1ccc(C)c(N2CCNCC2)c1,3.41,190.29,14,0,2508,3126,OADMET-0002135,Cc1ccc(C)c(N2CC[NH2+]CC2)c1,1,1,4.215705871582031,31.154757126708436,23.307983463440625,29.972290450137685,8.501805502172795,21.49583165282199,-1.5866126510463563,0.31729584769724717,-3.3308090008543334,-6.221050134054929
nesso_bf8bf635a0f6064b80ca,2,CC(=O)N1c2ccccc2C[C@H]1c1nc(Cc2cc(C)on2)no1,5.15,324.34000000000003,24,0,2509,3127,OADMET-0004680,CC(=O)N1c2ccccc2C[C@H]1c1nc(Cc2cc(C)on2)no1,0,0,5.403410911560059,16.507949293061664,7.198007524549436,16.156914216260056,3.3862239841317034,-5.784620207157214,3.2789386066836466,1.084789009301343,-1.3520826896201048,1.2485806851107568
nesso_bf9db10f559075b29aa0,1,Cc1sc2nc(C(C)Nc3ccc4c(c3)NC(=O)CC4)[nH]c(=O)c2c1C,4.89,368.4620000000002,26,0,2510,3128,OADMET-0004327,Cc1sc2nc(C(C)Nc3ccc4c(c3)NC(=O)CC4)[nH]c(=O)c2c1C,0,0,5.262098789215088,12.641335176408324,6.505396163395066,12.14356433319016,3.5124350994673668,-4.736930532161189,1.4904318475063598,-2.0931100752799923,-2.8790465975199746,0.3394147058231009
nesso_bfb01c9359a7069d6838,4,COc1ccc(NC(=O)CCCn2cncn2)cc1NC(=O)c1ccco1,3.6,369.3810000000001,27,0,2511,3129,OADMET-0000979,COc1ccc(NC(=O)CCCn2cncn2)cc1NC(=O)c1ccco1,0,0,4.639118194580078,22.554093305231163,10.415536107565895,21.49030390297385,6.844995469604059,8.745685318766249,-4.758327442610975,0.8430901732427589,-0.8157126668392196,-1.300029554023902
nesso_bfb0bfdef3291e7f136a,4,O=S(=O)(c1cccc(NCc2ccco2)n1)N1CCCC2CC21,5.44,333.4130000000001,23,0,2512,3130,OADMET-0003127,O=S(=O)(c1cccc(NCc2ccco2)n1)N1CCCC2CC21,0,0,4.901312351226807,17.157621702808566,2.7529367820011363,16.484524456697574,4.7586170189695975,-1.3952526456737893,-0.8885106108764586,-1.3440561093817387,-0.12283475777440535,-0.4166904265926508
nesso_bfb3aed8b706de6cd8c8,0,O=C(O)COc1ccc(Cl)cc1,2.76,186.594,12,0,2513,3131,OADMET-0002287,O=C([O-])COc1ccc(Cl)cc1,-1,1,4.906167984008789,22.311491911325493,7.937114375899897,19.79714724985376,10.289588528058378,-0.527292092208287,-1.2748369614391586,2.6666515935422104,5.379815736972393,4.071136537031423
nesso_bfd3e3b22c1d2e5c79b8,4,CCn1c(=O)[nH]c(=O)c2c(C(=O)Nc3cc(-c4ccco4)nn3C)cc(C3CC3)nc21,4.51,420.4290000000002,31,0,2514,3132,OADMET-0006015,CCn1c(=O)[nH]c(=O)c2c(C(=O)Nc3cc(-c4ccco4)nn3C)cc(C3CC3)nc21,0,0,5.363607883453369,16.78735526112692,5.397617293377986,16.201044631454558,4.397891484893983,2.6919671684011792,-2.433357523283026,0.22449230047045285,-2.8400879638267216,1.9971499196859228
nesso_bfdcde195031f6bd9a8d,4,C#Cc1ccnc(N(CC)C(=O)c2cccc(OCCOC)c2)c1,4.82,324.38000000000005,24,0,2515,3133,OADMET-0005985,C#Cc1ccnc(N(CC)C(=O)c2cccc(OCCOC)c2)c1,0,0,5.0928521156311035,16.67466322996095,3.1359724047606647,16.165748939346862,4.0881481214136,-2.1897452407275324,-0.05632586360581107,-0.5813994322782596,-0.6781457901444914,0.5874848685236087
nesso_bfe17cc9be67b8d3965e,2,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,2.4,868.457,61,0,2516,3134,OADMET-0003691,CC1(C)CCC(C[NH+]2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,1,1,5.342889785766602,15.617650152842192,4.867981359616122,15.310548777970125,3.081897534631746,-2.8789302516059023,1.1427896597926086,-0.10677245820958414,-2.6606191739845992,0.05169113559231667
nesso_bff57a33bdefa3301fec,0,N#Cc1ccc(CC(=O)Nc2cccc(N3CCCS3(=O)=O)c2)cc1,3.82,355.41900000000004,25,0,2517,3135,OADMET-0004713,N#Cc1ccc(CC(=O)Nc2cccc(N3CCCS3(=O)=O)c2)cc1,0,0,4.612079620361328,19.268876794798686,5.9962329503178315,17.64087992402509,7.7517074531524885,-0.9905751073500491,-1.977229268940216,-2.893166844939276,3.5555795767207288,-2.037103999950887
nesso_c00143a2756a7e04cb28,1,COc1ccc2[nH]cc(C3CCN(c4ncnc5[nH]ncc45)CC3)c2c1,5.52,348.41000000000014,26,0,2518,3136,OADMET-0002622,COc1ccc2[nH]cc(C3CCN(c4ncnc5[nH]ncc45)CC3)c2c1,0,0,6.162825107574463,19.586356151114796,12.548937766756808,19.32555227909026,3.1856516423585326,-7.892187392103631,6.385979216975965,5.298809993577171,-0.3299985375320694,4.097303862912678
nesso_c001b1917c379c71f19b,1,O=S(=O)(c1ccc(CNC2(Cc3ccc(F)cc3)CCOCC2)o1)N1CCCC1,5.5,422.52200000000033,29,0,2519,3137,OADMET-0003105,O=S(=O)(c1ccc(C[NH2+]C2(Cc3ccc(F)cc3)CCOCC2)o1)N1CCCC1,1,1,4.996277809143066,18.00917789028978,5.220702793240241,16.991808835710643,5.967321071868688,2.9732898218944386,-3.361484826240284,-1.4519038169382916,-0.39106534457967573,-0.2525795519281947
nesso_c020cc19e468e178acc4,2,CC(C)c1ccc(OCc2ccc(C(=O)O)cc2)cc1,2.98,270.328,20,0,2520,3138,OADMET-0002213,CC(C)c1ccc(OCc2ccc(C(=O)[O-])cc2)cc1,-1,1,5.358006954193115,18.242404028744833,10.758968210148492,17.916543860619782,3.432602633345928,-7.840214117136397,6.366558731388762,2.5869011912768896,-0.37931220718009007,-1.0224525714323045
nesso_c07d8521bdb3a36efd7a,2,CC1C(=O)N(Cc2noc(C(C)(C)C)n2)C(=O)c2ccccc21,5.79,313.357,23,0,2521,3140,OADMET-0002971,CC1C(=O)N(Cc2noc(C(C)(C)C)n2)C(=O)c2ccccc21,0,0,5.16279935836792,17.545541974920912,4.74634859457134,16.132092953528925,6.899392736496018,-1.7722756744972157,-0.8252496925328534,0.6177691970308273,1.0206045271887394,3.736644360585035
nesso_c07e5cd7a58e085a8f07,0,C[C@H]1C[C@@H](C(=O)Nc2ccc(F)cc2-c2nc3ccccc3s2)CCN1,1.72,369.4650000000001,26,0,2522,3141,OADMET-0004205,C[C@H]1C[C@@H](C(=O)Nc2ccc(F)cc2-c2nc3ccccc3s2)CC[NH2+]1,1,1,5.528686046600342,18.972578442332154,11.025384876569778,18.699389407626636,3.2080474641731023,-7.91483244745076,6.291165770675033,3.6816565081509767,-0.29292755208984544,0.19652068041935317
nesso_c08c580cd07441178806,3,COc1ccccc1-n1ncc(C(=O)NCC2(Cc3ccc(F)cc3)CC2)c1C,6.215,393.4620000000001,29,0,2523,3142,OADMET-0003499,COc1ccccc1-n1ncc(C(=O)NCC2(Cc3ccc(F)cc3)CC2)c1C,0,0,5.485162734985352,16.997472872072773,8.674102556800756,16.78565801305581,2.675026935487784,-6.940505250271055,4.648384260952424,1.6547713331359275,-1.1061599302186298,0.1667559412223909
nesso_c09e42102d55212a9820,4,CCCN(C(=O)c1cc(C)cc(O)n1)C1CCc2ccccc2C1,4.92,324.42400000000004,24,0,2524,3143,OADMET-0005818,CCCN(C(=O)c1cc(C)cc(O)n1)C1CCc2ccccc2C1,0,0,5.102086067199707,16.17634042902642,3.6093361136023074,15.758554694166605,3.6526625393970327,-2.6840675858983207,0.07464529395800021,-1.124712177122998,-1.1057622672983753,0.13821708244054506
nesso_c0a71f4f8d49ee184eaa,2,CNC(=O)CC1C(=O)NCCN1C(=O)NCc1nc2cc(F)ccc2[nH]1,2.6,362.365,26,0,2525,3144,OADMET-0001297,CNC(=O)CC1C(=O)NCCN1C(=O)NCc1nc2cc(F)ccc2[nH]1,0,0,4.514287948608398,20.94049943318346,8.222647575030724,18.237172559979363,10.291261027138153,5.353505883624649,-5.192896098789732,-1.0550792891853715,2.505797936396641,0.2058712335899511
nesso_c0db07f888b42bd6df6b,3,CC(C)(C)OC(=O)C(C)(C)NCc1ccc2c(c1)NC(=O)CO2,4.94,320.38900000000007,23,0,2526,3146,OADMET-0005671,CC(C)(C)OC(=O)C(C)(C)[NH2+]Cc1ccc2c(c1)NC(=O)CO2,1,1,4.877349376678467,17.845481779324654,6.960424702067077,17.014361840677882,5.3826304991790535,4.9244404010174945,-3.5015766640666786,-0.7160281497913339,-2.7641553265871037,-0.39075943312907424
nesso_c0fb788d91b08c55dff5,2,COc1ccccc1-c1nn(C)cc1C(=O)N[C@@H](C)c1ccc(-n2cccn2)c(F)c1,4.79,419.4600000000001,31,0,2527,3147,OADMET-0003476,COc1ccccc1-c1nn(C)cc1C(=O)N[C@@H](C)c1ccc(-n2cccn2)c(F)c1,0,0,5.53876256942749,15.241903392999703,5.767569637632453,14.804482286649511,3.6253169883220817,-4.720657600945829,1.8466037801847013,-0.3262170186494949,-0.9305183975866373,1.1767960917887699
nesso_c13e77f8b145a5f765c3,4,CCc1noc(C(C)NC(=O)c2cnc(N)nc2-c2ccccc2)n1,3.76,338.37100000000004,25,0,2528,3148,OADMET-0001224,CCc1noc(C(C)NC(=O)c2cnc(N)nc2-c2ccccc2)n1,0,0,4.808159828186035,19.663019655053617,5.199650782157521,17.379133432778826,9.197829259161864,1.2576935823595057,-3.053084926406992,-0.17090203897030326,3.0734142886612346,2.238968092951377
nesso_c16be417e690f1faae3d,2,Cc1cc(C(C)C)nc(N2CCN(C(C)c3nc(C4CC4)no3)CC2)n1,5.89,356.47400000000016,26,0,2529,3149,OADMET-0003415,Cc1cc(C(C)C)nc(N2CC[NH+](C(C)c3nc(C4CC4)no3)CC2)n1,1,1,5.185576915740967,16.63453053945169,4.518160551621867,15.063489617076202,7.056832633992983,-2.348771360005093,-0.8986750569297477,-1.2647532395848633,1.5367024175757138,1.9714587514641813
nesso_c174b3bb4d3a597784dd,3,O=C(Nc1cccc(-c2nnn[nH]2)c1)c1ccc2[nH]cnc2c1,1.75,305.30100000000004,23,0,2530,3150,OADMET-0003213,O=C(Nc1cccc(-c2nnn[n-]2)c1)c1ccc2[nH]cnc2c1,-1,1,4.822615623474121,19.213310479532474,3.8918375344128346,18.359785096478955,5.663001924246689,1.9044284638695732,-2.1972743902415255,-0.06000166931697726,0.3717463839736279,-0.2181817568544729
nesso_c1760a58966de3ce4a14,2,CN(C(=O)Nc1nc(C2CCOCC2)cs1)C1CCCC1C(C)(C)C,5.79,365.5430000000002,25,0,2531,3151,OADMET-0003283,CN(C(=O)Nc1nc(C2CCOCC2)cs1)C1CCCC1C(C)(C)C,0,0,5.3362908363342285,16.6974879295084,5.759894686816693,16.18363105734016,4.11049740980016,-4.933700162414189,2.0098923724913558,0.3491599450475422,0.11472394822769727,1.5434926164576424
nesso_c176f6f2be07021f1b10,3,CCC(NC(=O)Cn1ncc2ccccc2c1=O)c1cc(F)ccc1F,4.94,357.36000000000007,26,0,2532,3152,OADMET-0002706,CCC(NC(=O)Cn1ncc2ccccc2c1=O)c1cc(F)ccc1F,0,0,4.781564712524414,16.929809333826576,3.635621506283928,15.300844911240038,7.245867034517079,0.4322044819379853,-2.4278069383160332,-1.9873191360712728,0.8156561563791739,0.18740714647952122
nesso_c17abe58d845aec0ac5f,3,CCc1cnc(N(Cc2ccn(C)n2)CC2CCCC(C)(C)O2)nc1,5.35,343.47500000000014,25,0,2533,3153,OADMET-0002850,CCc1cnc(N(Cc2ccn(C)n2)CC2CCCC(C)(C)O2)nc1,0,0,5.487398624420166,18.362920830871097,9.64453064823734,18.03073296047917,3.4770001939502135,-7.239091859700034,5.185513209699067,2.9318737055283135,-0.5479147164904441,1.1911861963878039
nesso_c196ca9cbc99d51bbfaf,0,CNC(=O)CN(Cc1cccc(C(F)(F)F)c1)C(=O)C(C)NC(=O)C1CCC1,4.81,399.41300000000024,28,0,2534,3155,OADMET-0005193,CNC(=O)CN(Cc1cccc(C(F)(F)F)c1)C(=O)C(C)NC(=O)C1CCC1,0,0,4.633079528808594,21.29442586274058,7.931454495477757,19.357746426969513,8.873005471254036,5.917240647948003,-4.553581638177723,-0.3603282536707058,1.8777681385494955,-0.6062193144859656
nesso_c19dd79dd945c9ad086c,4,COc1ccc(-c2nnc3n2CC(C)(C)CC3)c(OC)c1,5.2,287.363,21,0,2535,3156,OADMET-0005513,COc1ccc(-c2nnc3n2CC(C)(C)CC3)c(OC)c1,0,0,4.939669609069824,15.463582218317422,4.195725440138835,14.62733875035406,5.016307018619705,1.265915971707481,-2.3651487280622954,-1.8144747791729878,-2.267329421098345,0.20521019053020784
nesso_c1b0d75eb0bd6b969b05,2,C[C@H](c1ccccn1)n1cc(-c2ccn(CC(F)(F)F)n2)nn1,4.57,322.294,23,0,2536,3157,OADMET-0005312,C[C@H](c1ccccn1)n1cc(-c2ccn(CC(F)(F)F)n2)nn1,0,0,5.617720603942871,16.647194990346414,8.5801625938043,16.286730724196197,3.4455048054150725,-6.644089661213817,4.313926003084795,1.9106195877740597,-0.9398845331095479,1.7720780122223188
nesso_c1c62a6c7e00de27da45,3,Cc1nn(C)c(C)c1C(=O)NCc1c(C)c2ccccc2n1C,1.85,310.401,23,0,2537,3158,OADMET-0003335,Cc1nn(C)c(C)c1C(=O)NCc1c(C)c2ccccc2n1C,0,0,5.1330885887146,14.507147991267258,5.854956078339854,13.860393379210945,4.28332093288082,-4.953757082296853,1.7567246824482445,-1.3395294888393727,-1.085406837089517,0.2988287077706832
nesso_c1e30283f375ddd7e2ff,4,CC(C)(C)n1cc(C(=O)Nc2cccc3c2C(=O)NC3)nn1,4.36,299.334,22,0,2538,3159,OADMET-0004444,CC(C)(C)n1cc(C(=O)Nc2cccc3c2C(=O)NC3)nn1,0,0,4.756084442138672,17.684657895019082,3.025187114631175,16.48230695894104,6.4094213603963075,0.42301645473796246,-2.1987221210920236,-1.4696104829916594,0.6001768519974094,-0.2898562726862408
nesso_c204d3b18a77350fc60c,2,Cc1ccoc1C(=O)N1CCCCC1c1nc(-c2ccccc2)c[nH]1,5.53,335.407,25,0,2539,3160,OADMET-0003422,Cc1ccoc1C(=O)N1CCCCC1c1nc(-c2ccccc2)c[nH]1,0,0,5.322767734527588,16.237143899086842,7.600570430716647,15.891352001674102,3.3331326944095103,-6.333518670284721,3.687934569111094,0.6818636843093148,-1.1310399913649856,0.41977746919865566
nesso_c20880eac0768b4d626c,2,COc1ccc(OCC(=O)O)cc1,2.76,182.175,13,0,2540,3161,OADMET-0002303,COc1ccc(OCC(=O)[O-])cc1,-1,1,4.699697971343994,22.71396906055703,10.188314790605833,20.183965713397644,10.41786535545216,-4.883892762919552,2.335822116097158,2.271803090790554,7.430732875990613,0.41617263383888603
nesso_c297a799914ffd495c45,1,CC1(C)CC(NC(=O)CCn2cnc3ccccc3c2=O)c2ccc(F)cc2O1,5.09,395.4340000000002,29,0,2541,3165,OADMET-0003024,CC1(C)CC(NC(=O)CCn2cnc3ccccc3c2=O)c2ccc(F)cc2O1,0,0,5.019394397735596,15.729413721553295,3.0703190784536893,14.700618890343248,5.5951997519902985,-1.9835903064618348,-0.8262221567404573,-1.5430652346145397,-0.09257360515816496,1.0091715424247452
nesso_c2b4f1f7f6d19ac6a48a,4,O=C(c1ccc(F)c2ccncc12)N(Cc1ccccc1)C(CO)C1CCC1,5.265000000000001,378.4470000000002,28,0,2542,3166,OADMET-0003264,O=C(c1ccc(F)c2ccncc12)N(Cc1ccccc1)C(CO)C1CCC1,0,0,4.977797031402588,17.629330560862886,4.380818755227697,16.827342840565635,5.256788843984375,2.4610119419748706,-2.4309280304008603,0.03325796600942277,-1.6080320378760897,1.001334090924497
nesso_c2b6ae5c5245ae42388f,4,O=C(O)c1cccc(F)c1,2.66,140.113,10,0,2543,3167,OADMET-0002258,O=C([O-])c1cccc(F)c1,-1,1,4.2548065185546875,37.47053558592989,29.06550709637885,35.54971288691718,11.843097177436004,27.592742336891774,-3.0620580232726544,5.116899936790516,-2.2018058367265976,-3.8886924538405157
nesso_c2c6fc6dc2b251f40f9d,4,Cc1csc(CN2CCN(S(C)(=O)=O)CC2)n1,3.2,275.399,17,0,2544,3168,OADMET-0001113,Cc1csc(C[NH+]2CCN(S(C)(=O)=O)CC2)n1,1,1,4.6005730628967285,20.116289245484648,4.39334871412613,18.84014636371999,7.050813995675229,0.44495057896496054,-2.247692393948638,-1.1140940165192772,2.829641655672143,-1.1580487048883281
nesso_c2f8c09a1b884aa1255e,1,COc1ncc(C(=O)N2CCC2c2cccc(F)c2)cc1Cl,5.0,320.751,22,0,2545,3171,OADMET-0005963,COc1ncc(C(=O)N2CCC2c2cccc(F)c2)cc1Cl,0,0,5.209586143493652,14.987748088193982,3.657204704390921,14.188853215917684,4.827943368796364,-2.0939343277902087,-0.42338474856728014,-0.7778995208410272,-1.300101696927685,2.220663353969018
nesso_c2fc4aeb1063804ad129,1,CC(C)(C)c1ccc(C(=O)NCCC(=O)O)cc1,2.65,249.30999999999997,18,0,2546,3172,OADMET-0002193,CC(C)(C)c1ccc(C(=O)NCCC(=O)[O-])cc1,-1,1,4.933865547180176,19.622993947440925,10.478320302315487,19.133632087226147,4.354998807344643,-7.238816754114321,5.580977216128992,1.622226063286831,1.7918535642213187,-3.5054617589459167
nesso_c3276df4dd396c730859,4,Cc1cc(=O)cc(C(=O)NCCCc2csc(N)n2)[nH]1,2.48,292.364,20,0,2547,3173,OADMET-0000954,Cc1cc(=O)cc(C(=O)NCCCc2csc(N)n2)[nH]1,0,0,4.736884117126465,19.992550745033355,4.363144702895994,18.383643946263824,7.857717260739997,1.3741482008957777,-2.7452898565987214,-0.1937863469387203,2.676669639535471,0.7154755132049516
nesso_c32e5dc5e9b393482418,4,CCn1cc(C(=O)N2CCCC(N(CCCN3CCCC3)C(=O)C(C)C)C2)cn1,2.52,403.5710000000002,29,0,2548,3174,OADMET-0001473,CCn1cc(C(=O)N2CCCC(N(CCC[NH+]3CCCC3)C(=O)C(C)C)C2)cn1,1,1,4.787400245666504,23.519862468846544,10.788353844248578,19.67090233315008,12.893391018391045,6.600189706545352,-5.660446822751445,0.5031496440594257,4.814964138991147,1.8800037042786446
nesso_c344af53dd2687af083f,3,CC1(C)C(NCCNS(=O)(=O)c2ccccc2)[C@H]2CCC[C@H]21,4.83,322.47400000000016,22,0,2549,3175,OADMET-0005726,CC1(C)C([NH2+]CCNS(=O)(=O)c2ccccc2)[C@H]2CCC[C@H]21,1,1,5.13266658782959,19.506386687279438,8.327164285996712,18.22863695011803,6.943768179775597,6.518312240038216,-4.020744087517515,0.9355998684492733,-1.610325216952367,1.6004244503353853
nesso_c344f6ef0195bbc54067,3,Cn1ncc(C(=O)N(Cc2ccccc2)C2CCCC2(C)C)c1C#N,5.975,336.43900000000014,25,0,2550,3176,OADMET-0003412,Cn1ncc(C(=O)N(Cc2ccccc2)C2CCCC2(C)C)c1C#N,0,0,5.400020122528076,16.65928280705611,7.69566115292615,16.3171127980162,3.359097137965968,-6.187673959105274,3.628860206759895,1.290063409699781,-1.3083876382936181,1.1795072287663841
nesso_c348a4dc885280169b4a,4,C=CC(=O)N(CCCN1CCOCC1)C1CCS(=O)(=O)C1,2.86,316.423,21,0,2551,3177,OADMET-0001626,C=CC(=O)N(CCC[NH+]1CCOCC1)C1CCS(=O)(=O)C1,1,1,4.715616226196289,23.652527499628555,9.823633615167319,21.749697238226524,9.2947688064936,7.325992523951273,-5.3258249903184405,1.3146336709086244,2.7782461944137196,0.6881936367637826
nesso_c35133fd4efd05cdef1b,2,CC(C)c1[nH]ccc1C(=O)NC1COc2c1ccc(Cl)c2Cl,5.67,339.2220000000001,22,0,2552,3178,OADMET-0003452,CC(C)c1[nH]ccc1C(=O)NC1COc2c1ccc(Cl)c2Cl,0,0,5.605087757110596,15.707486798965842,8.399701876159485,15.484773394823454,2.6357037865917174,-6.580950040917035,4.014358918403103,1.332279714172289,-2.1745270470450833,1.7065421137680923
nesso_c35edf7ffdb11eb9893a,1,CC1CN(c2cccc(F)c2)CCN1C(=O)c1ccccc1-n1ccnn1,4.51,365.412,27,0,2553,3179,OADMET-0004808,CC1CN(c2cccc(F)c2)CCN1C(=O)c1ccccc1-n1ccnn1,0,0,4.655717849731445,18.019723577264134,5.02222412508428,17.01024531291143,5.946595008539227,2.4492089185842403,-2.898336748619972,-2.1277109819293547,-0.2532871298224236,-1.9570381068494493
