feature_row,original_id,identity_canonical_smiles,prepared_smiles,pEC50,role,nearest_development_similarity,nearest_development_id,nearest_development_smiles,nearest_development_pEC50
1212,OADMET-0005503,Cc1ccc2cccnc2c1S(=O)(=O)Nc1cccc(CC(=O)O)c1,Cc1ccc2cccnc2c1S(=O)(=O)Nc1cccc(CC(=O)[O-])c1,4.95,lockbox_primary,0.3291139240506329,OADMET-0002981,CCOc1ncccc1C(=O)Nc1cc(S(=O)(=O)Nc2cccc(Cl)c2)ccc1O,5.97
1213,OADMET-0003737,Nc1c2ccccc2nc2ccccc12,Nc1c2ccccc2nc2ccccc12,5.21,lockbox_primary,0.39285714285714285,OADMET-0002116,Nc1nc2ccccc2s1,3.11
1215,OADMET-0001020,COc1ccc(C(NC(=O)Cc2c[nH]c(=O)[nH]c2=O)[C@H]2C[C@@H](O)C2)cn1,COc1ccc(C(NC(=O)Cc2c[nH]c(=O)[nH]c2=O)[C@H]2C[C@@H](O)C2)cn1,2.74,lockbox_primary,0.4520547945205479,OADMET-0000996,COc1ccc(C(NS(=O)(=O)c2ccc(C)c(C)c2)[C@H]2C[C@@H](O)C2)cn1,4.55
1216,OADMET-0005938,O=C(NCC1CCOc2ccccc21)N1CCOC(c2ccccc2F)C1,O=C(NCC1CCOc2ccccc21)N1CCOC(c2ccccc2F)C1,4.82,lockbox_primary,0.5538461538461539,OADMET-0003466,CC1CN(C(=O)NCC2CCOc3ccccc32)Cc2ccccc2O1,5.3
1222,OADMET-0005313,CC(C)(C)O[C@H]1C[C@H](n2cc(C(C)(O)Cc3ccccc3)nn2)C1,CC(C)(C)O[C@H]1C[C@H](n2cc(C(C)(O)Cc3ccccc3)nn2)C1,5.06,lockbox_primary,0.4153846153846154,OADMET-0002588,Cc1cc(F)ccc1[C@H](C)n1cc(C(C)(O)Cc2ccccc2)nn1,5.41
1236,OADMET-0004551,CN1CCC(C(=O)Nc2nc(-c3c[nH]c(C(N)=O)c3)cs2)c2ccccc21,CN1CCC(C(=O)Nc2nc(-c3c[nH]c(C(N)=O)c3)cs2)c2ccccc21,4.43,lockbox_primary,0.41333333333333333,OADMET-0002795,COC(=O)c1cc(-c2csc(NC(=O)c3ccc(OC)cc3)n2)c[nH]1,5.029999999999999
1241,OADMET-0004891,Cc1ccc(S(=O)(=O)NCC(O)c2ccc(O)cc2)c(C)c1,Cc1ccc(S(=O)(=O)NCC(O)c2ccc(O)cc2)c(C)c1,4.7,lockbox_primary,0.41379310344827586,OADMET-0001275,Cc1ccc(S(=O)(=O)NCc2noc(C(N)=O)n2)c(C)c1,3.8
1245,OADMET-0001350,COc1ncccc1-c1ncc(C)c(N(C)C)n1,COc1ncccc1-c1ncc(C)c(N(C)C)n1,3.7,lockbox_primary,0.25396825396825395,OADMET-0005989,COc1ncccc1C(=O)NC1(c2ccccc2F)CC1,4.7
1247,OADMET-0004839,Nc1nccc(C2CCCN(C(=O)c3coc(C4CCCCC4)n3)C2)n1,Nc1nccc(C2CCCN(C(=O)c3coc(C4CCCCC4)n3)C2)n1,5.06,lockbox_primary,0.5538461538461539,OADMET-0003075,Nc1nccc(C2CCCN(C(=O)c3ccc(OC4CCCC4)nc3)C2)n1,4.99
1252,OADMET-0002772,CC(NC(=O)NCC1CCCC12CC2)c1nccn1-c1ccccc1,CC(NC(=O)NCC1CCCC12CC2)c1nccn1-c1ccccc1,5.215,lockbox_primary,0.35526315789473684,OADMET-0002781,CC(NC(=O)NCc1cn(-c2ccccc2)nn1)c1ccc(C#N)cc1,5.5
1258,OADMET-0001664,C=CC(=O)N1CCN(C(=O)C2CCCN(c3nc(C)cs3)C2)[C@@H](C)C1,C=CC(=O)N1CCN(C(=O)C2CCCN(c3nc(C)cs3)C2)[C@@H](C)C1,3.43,lockbox_primary,0.42028985507246375,OADMET-0001586,C=CC(=O)N1CCCC(C(=O)N2CCN(c3nc(Br)n[nH]3)CC2)C1,2.57
1264,OADMET-0005005,O=C1CC(C(=O)N[C@@H]2CCCc3ccc(F)cc32)c2ccc(F)cc2N1,O=C1CC(C(=O)N[C@@H]2CCCc3ccc(F)cc32)c2ccc(F)cc2N1,5.0,lockbox_primary,0.3582089552238806,OADMET-0005479,Cc1ccc2c(c1)[C@H](NC(=O)c1ccc(C)nn1)CCC2,4.7
1269,OADMET-0005007,Cc1[nH]c2c(C(=O)N3CCC(NC(=O)C4CC4)CC3)cccc2c1C,Cc1[nH]c2c(C(=O)N3CCC(NC(=O)C4CC4)CC3)cccc2c1C,4.82,lockbox_primary,0.38235294117647056,OADMET-0005945,CCOc1ccccc1C(F)(F)C(=O)N1CCC(NC(=O)C2CC2)CC1,5.26
1270,OADMET-0001928,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1,5.62,lockbox_primary,0.4666666666666667,OADMET-0002218,Cc1cc(NC(=O)c2ccccc2C)ccc1C(=O)O,3.44
1272,OADMET-0001780,C=CC(=O)N1CCC(C(=O)NCCC(=O)N2CCN(c3ccccc3)CC2)CC1,C=CC(=O)N1CCC(C(=O)NCCC(=O)N2CCN(c3ccccc3)CC2)CC1,2.98,lockbox_primary,0.4827586206896552,OADMET-0001613,C=CC(=O)NCCC(=O)N1CCN(c2cc(Cl)c(Cl)c(Cl)c2)CC1,4.08
1287,OADMET-0005957,O=C(CCc1ccccc1)N1CCCN(C(=O)C2COc3ccccc32)CC1,O=C(CCc1ccccc1)N1CCCN(C(=O)C2COc3ccccc32)CC1,5.31,lockbox_primary,0.3870967741935484,OADMET-0003410,O=C(CCc1ccncc1)N1CCC(Cc2ccccc2)C1,2.28
1290,OADMET-0001650,C=CC(=O)N1CCC(C(=O)Nc2cc(C)n(-c3ccccc3)n2)CC1,C=CC(=O)N1CCC(C(=O)Nc2cc(C)n(-c3ccccc3)n2)CC1,2.86,lockbox_primary,0.49230769230769234,OADMET-0001565,C=CC(=O)N1CCC(C(=O)Nc2c(-c3ccccc3)nc3ccccn23)CC1,3.07
1293,OADMET-0002810,CC(C)(C)NS(=O)(=O)C1(CNc2cc(Br)ccc2C#N)CCC1,CC(C)(C)NS(=O)(=O)C1(CNc2cc(Br)ccc2C#N)CCC1,5.949999999999999,lockbox_primary,0.28378378378378377,OADMET-0002819,N#Cc1cc(S(=O)(=O)NCC(F)(F)F)ccc1N1CCC2(CCC2)C1,6.345000000000001
1304,OADMET-0003073,CC(CO)(CNc1ncnc2sccc12)Cc1cccs1,CC(CO)(CNc1ncnc2sccc12)Cc1cccs1,3.14,lockbox_primary,0.30666666666666664,OADMET-0003239,CCc1cc(NC(=O)N2CCN(c3ncnc4sccc34)CC2)no1,3.78
1315,OADMET-0001901,COc1cccc(OC)c1C(=O)Nc1ccc(N2CCCCC2)cc1,COc1cccc(OC)c1C(=O)Nc1ccc(N2CCCCC2)cc1,4.06,lockbox_primary,0.40476190476190477,OADMET-0002298,COc1cccc(OC)c1C(=O)O,2.13
1318,OADMET-0006070,COC(c1noc(Cc2cc(C)on2)n1)c1ccccc1Cl,COC(c1noc(Cc2cc(C)on2)n1)c1ccccc1Cl,4.36,lockbox_primary,0.3380281690140845,OADMET-0004273,COC(C)c1noc(CN2CCCc3ccc(Cl)c(C)c32)n1,4.63
1322,OADMET-0002872,CCCCOc1ccc(Cl)cc1CC(=O)Nc1cnccc1C,CCCCOc1ccc(Cl)cc1CC(=O)Nc1cnccc1C,4.74,lockbox_primary,0.42857142857142855,OADMET-0001936,Cc1cc(Cl)ccc1OCC(=O)NCc1ccncc1,2.93
1326,OADMET-0003522,Cc1n[nH]c2ccc(-c3cc4n(c3)C(C3CC3)CNC4=O)cc12,Cc1n[nH]c2ccc(-c3cc4n(c3)C(C3CC3)CNC4=O)cc12,1.73,lockbox_primary,0.2857142857142857,OADMET-0002806,Cc1n[nH]c2ccc(C(=O)NCCn3c(=O)[nH]c4ccccc43)cc12,3.26
1330,OADMET-0001571,C=CC(=O)NCCc1ccc(OCC(=O)Nc2ccc(C)cc2)cc1,C=CC(=O)NCCc1ccc(OCC(=O)Nc2ccc(C)cc2)cc1,4.35,excluded_initial_emax,0.4307692307692308,OADMET-0001748,C=CC(=O)NCCc1ccc2ccn(S(=O)(=O)c3ccc(C)cc3)c2c1,4.89
1335,OADMET-0002198,O=C(O)CCCCN1CCOCC1,O=C([O-])CCCCN1CCOCC1,2.77,lockbox_primary,0.3548387096774194,OADMET-0002268,CCCCCCCCCCCCCCCC(=O)O,2.5
1342,OADMET-0004953,COc1ccccc1Oc1cccc(OC)c1NC(=O)c1ccnc(C(N)=O)c1,COc1ccccc1Oc1cccc(OC)c1NC(=O)c1ccnc(C(N)=O)c1,4.6,lockbox_primary,0.359375,OADMET-0001058,CCOc1ccccc1C(=O)Nc1ccc(Oc2ccccc2OC)nc1,4.1
1343,OADMET-0005558,COc1ccccc1-c1noc(C(C)NC(=O)N2CCC(C(C)O)CC2)n1,COc1ccccc1-c1noc(C(C)NC(=O)N2CCC(C(C)O)CC2)n1,4.61,lockbox_primary,0.3835616438356164,OADMET-0004272,CCC(CC1CCCC1)c1nc(-c2ccncc2OC)no1,4.23
1347,OADMET-0004850,COC1(CNC(C(=O)Nc2cc(C)on2)c2ccccc2)CCC(F)(F)CC1,COC1(C[NH2+]C(C(=O)Nc2cc(C)on2)c2ccccc2)CCC(F)(F)CC1,5.0,lockbox_primary,0.38961038961038963,OADMET-0004857,Cc1cc(NC(=O)C(c2ccccc2)N(C)CCCn2ccnc2)no1,4.97
1360,OADMET-0005675,CCCn1cc(-c2cn(Cc3ccn(Cc4ccccc4)n3)nn2)cn1,CCCn1cc(-c2cn(Cc3ccn(Cc4ccccc4)n3)nn2)cn1,4.41,lockbox_primary,0.40625,OADMET-0002856,CCn1cc(-c2cn([C@@H](C)c3ccccc3Cl)nn2)cn1,5.545
1369,OADMET-0005283,CSCc1ccccc1NC(=O)CN(C)[C@@H]1CCC[C@H]1O,CSCc1ccccc1NC(=O)C[NH+](C)[C@@H]1CCC[C@H]1O,4.46,lockbox_primary,0.323943661971831,OADMET-0001718,C=CC(=O)Nc1ccccc1CC(=O)N1CCCC1C(=O)N(C)C,4.08
1374,OADMET-0003549,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CC/C(=C(\c1ccccc1)c1ccc(OCC[NH+](C)C)cc1)c1ccccc1,4.18,lockbox_primary,0.3953488372093023,OADMET-0002177,CCCCOc1ccc(C(=O)O)cc1,2.36
1377,OADMET-0005056,C[C@H](NC(=O)Cn1nnc2ccccc2c1=O)c1ccc(OC(F)(F)F)cc1,C[C@H](NC(=O)Cn1nnc2ccccc2c1=O)c1ccc(OC(F)(F)F)cc1,4.83,lockbox_primary,0.3561643835616438,OADMET-0002634,CC(NC(=O)c1c2ccccc2nn1C)c1cccc(C(F)(F)F)c1,4.7
1378,OADMET-0001489,Cc1ccc(CSc2nc3c(c(=O)[nH]2)CCC3)cc1,Cc1ccc(CSc2nc3c(c(=O)[nH]2)CCC3)cc1,4.09,lockbox_primary,0.3,OADMET-0001760,C=CC(=O)N(C)CC(=O)NC(C)(CC)c1nc2c(c(=O)[nH]1)CCCC2,3.47
1383,OADMET-0001764,C=CC(=O)Nc1cccc(C(=O)Nc2ccc(O[C@@H]3CCCC[C@H]3O)cc2)c1,C=CC(=O)Nc1cccc(C(=O)Nc2ccc(O[C@@H]3CCCC[C@H]3O)cc2)c1,3.76,lockbox_primary,0.45714285714285713,OADMET-0001714,C=CC(=O)Nc1cccc(C(=O)Nc2ccc(N3CCc4sccc4C3)cc2)c1,1.72
1384,OADMET-0005461,O=C(CC1CCCCC1)N1CCCS(=O)(=O)CC1c1ccccc1,O=C(CC1CCCCC1)N1CCCS(=O)(=O)CC1c1ccccc1,5.23,lockbox_primary,0.36923076923076925,OADMET-0002776,O=C(Cc1nc(Cc2ccccc2)no1)N1CCCC1c1ccccc1,5.22
1388,OADMET-0005594,O=C(c1nc2ccccc2c(=O)[nH]1)N1C[C@H](Cc2ccccc2)[C@@H](O)C1,O=C(c1nc2ccccc2c(=O)[nH]1)N1C[C@H](Cc2ccccc2)[C@@H](O)C1,4.24,lockbox_primary,0.37333333333333335,OADMET-0001635,C=CC(=O)N1CC(C(=O)N(CCCC)Cc2nc3ccccc3c(=O)[nH]2)C1,3.63
1391,OADMET-0002933,CC1CCOCCN1C(=O)c1cc(-c2cccc(Cl)c2)no1,CC1CCOCCN1C(=O)c1cc(-c2cccc(Cl)c2)no1,5.26,lockbox_primary,0.4411764705882353,OADMET-0005223,Cn1cccc1C1CCCCN1C(=O)c1cc(-c2ccccc2)no1,5.2
1394,OADMET-0001086,CN(C)C(=O)N1CCOCC1CC(=O)NCCc1ccccn1,CN(C)C(=O)N1CCOCC1CC(=O)NCCc1ccccn1,3.39,lockbox_primary,0.36363636363636365,OADMET-0003539,CNCCc1ccccn1,2.38
1403,OADMET-0004871,O=C(N[C@H]1CC[C@H](Oc2ccccc2)CC1)C1(c2ccccc2)CCC1,O=C(N[C@H]1CC[C@H](Oc2ccccc2)CC1)C1(c2ccccc2)CCC1,5.27,lockbox_primary,0.3125,OADMET-0001630,C=CC(=O)N1CCC(C(=O)N2CCCC(C)CC2)(c2ccccc2)CC1,5.82
1409,OADMET-0001910,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,2.42,lockbox_primary,0.5471698113207547,OADMET-0001861,O=C(Nc1ncc([N+](=O)[O-])s1)c1cccs1,2.01
1412,OADMET-0002582,OC1(CNc2ncnc3ccc(F)cc23)CCCCCC1,OC1(CNc2ncnc3ccc(F)cc23)CCCCCC1,1.75,lockbox_primary,0.3088235294117647,OADMET-0002660,Oc1cc2c(NCCc3ccc4[nH]ccc4c3)ncnc2cc1F,1.8
1415,OADMET-0003853,Cc1cccc(-c2cncc(C(=O)Nc3ccccc3C(N)=O)c2)c1,Cc1cccc(-c2cncc(C(=O)Nc3ccccc3C(N)=O)c2)c1,4.92,lockbox_primary,0.4576271186440678,OADMET-0003898,Cc1cccc(-c2cncc(C(=O)N(C)c3cccnc3)c2)c1,4.85
1417,OADMET-0002094,NC1CCCC1,[NH3+]C1CCCC1,1.93,lockbox_primary,0.9090909090909091,OADMET-0002087,NC1CCCCCC1,2.69
1419,OADMET-0003465,Cc1nc(C(=O)NC(C)C(C)(C)c2ccccc2)nn1-c1nnc(C(F)(F)F)[nH]1,Cc1nc(C(=O)NC(C)C(C)(C)c2ccccc2)nn1-c1nnc(C(F)(F)F)[nH]1,5.54,lockbox_primary,0.35135135135135137,OADMET-0005425,Cc1nc(C(=O)NC2CC(F)(F)C2)nn1-c1ccccc1C(C)C,5.88
1420,OADMET-0003124,O=C(N[C@]12CC[C@H](C[C@@H]1n1cc(-c3ccc4c(c3)CCC4)nn1)C2)c1cnc2cn[nH]c2c1,O=C(N[C@]12CC[C@H](C[C@@H]1n1cc(-c3ccc4c(c3)CCC4)nn1)C2)c1cnc2cn[nH]c2c1,5.99,lockbox_primary,0.2857142857142857,OADMET-0005337,O=C(NC1(C2CCSCC2)CC1)c1cncc(-c2ccccn2)c1,4.87
1424,OADMET-0002295,NC(=O)C1CCNCC1,NC(=O)C1CC[NH2+]CC1,2.09,lockbox_primary,0.29411764705882354,OADMET-0002294,NC(=O)C1(N2CCCCC2)CCNCC1,2.06
1430,OADMET-0002990,CC(=O)N1CS(=O)(=O)CC1C(=O)Nc1ccc(Cl)cc1C,CC(=O)N1CS(=O)(=O)CC1C(=O)Nc1ccc(Cl)cc1C,3.35,lockbox_primary,0.3108108108108108,OADMET-0005282,Cc1ccc(Cl)cc1NC(=O)C(C)N1CCOC2(CCOC2C)C1,4.54
1436,OADMET-0003161,O=S(=O)(Nc1cnc(C2CC2)nc1)c1c[nH]c2ccccc12,O=S(=O)(Nc1cnc(C2CC2)nc1)c1c[nH]c2ccccc12,5.15,lockbox_primary,0.5185185185185185,OADMET-0005113,O=S(=O)(Nc1cnc(C2CC2)nc1)c1cccc2c1COC2,4.23
1450,OADMET-0005293,CC(NC(=O)[C@@H]1CC[C@H](C(N)=O)C1)c1cc(Cl)cc(Cl)c1F,CC(NC(=O)[C@@H]1CC[C@H](C(N)=O)C1)c1cc(Cl)cc(Cl)c1F,4.6,lockbox_primary,0.3188405797101449,OADMET-0005933,CC(NC(=O)N1CCC(C)C1CO)c1ccc(F)cc1Cl,5.18
1451,OADMET-0003035,COc1ccc(OCC(=O)NCC2c3ccccc3C(=O)N2C)cc1,COc1ccc(OCC(=O)NCC2c3ccccc3C(=O)N2C)cc1,5.27,lockbox_primary,0.43636363636363634,OADMET-0001954,CCN(CC)CCNC(=O)COc1ccc(OC)cc1,2.28
1461,OADMET-0005515,CC(=O)Nc1ccc(-c2ccc(S(=O)(=O)N3CC(OC(=O)NC(C)C)C3)cc2)cc1,CC(=O)Nc1ccc(-c2ccc(S(=O)(=O)N3CC(OC(=O)NC(C)C)C3)cc2)cc1,5.1,lockbox_primary,0.3561643835616438,OADMET-0003166,CC(=O)Nc1ccc(-c2ccc(S(=O)(=O)NCc3cc4n(n3)CCCO4)cc2)cc1,5.77
1464,OADMET-0002828,COc1cc2c(N3CCC(CS(C)(=O)=O)CC3)ccnc2cc1F,COc1cc2c(N3CCC(CS(C)(=O)=O)CC3)ccnc2cc1F,3.73,lockbox_primary,0.36619718309859156,OADMET-0002543,COc1ccc(S(=O)(=O)N2c3ncnn3CCC2C)cc1F,5.14
1469,OADMET-0001733,C=CC(=O)NCc1ccc(C(=O)Nc2ccc(F)cc2N2CCOCC2)cc1,C=CC(=O)NCc1ccc(C(=O)Nc2ccc(F)cc2N2CCOCC2)cc1,3.44,lockbox_primary,0.44285714285714284,OADMET-0001558,C=CC(=O)NCc1ccc(C(=O)NCC2CCCC23CCOCC3)cc1,3.69
1472,OADMET-0003956,NC(=O)c1n[nH]c2ccc(NC(=O)c3nccc4ccccc34)cc12,NC(=O)c1n[nH]c2ccc(NC(=O)c3nccc4ccccc34)cc12,3.89,lockbox_primary,0.5,OADMET-0002747,Cc1cn(-c2ccc(F)cc2)nc1C(=O)Nc1ccc2[nH]nc(C(N)=O)c2c1,5.87
1479,OADMET-0002039,O=C(c1cc(-c2ccc(Cl)cc2Cl)on1)N1CCN(C(=O)c2ccco2)CC1,O=C(c1cc(-c2ccc(Cl)cc2Cl)on1)N1CCN(C(=O)c2ccco2)CC1,3.04,lockbox_primary,0.54,OADMET-0002267,O=C(O)c1cc(-c2ccc(Cl)cc2Cl)on1,3.37
1481,OADMET-0004988,O=c1c2cccn2ccn1Cc1cn(-c2ccccc2)nn1,O=c1c2cccn2ccn1Cc1cn(-c2ccccc2)nn1,4.87,lockbox_primary,0.4727272727272727,OADMET-0004991,O=S1(=O)C[C@H]2CC[C@H](C2)N1Cc1cn(-c2ccccc2)nn1,5.41
1482,OADMET-0002756,Cc1cccn2cc(-c3cccc(NC(=O)Nc4ccn(CCCC(=O)N(C)C)n4)c3)nc12,Cc1cccn2cc(-c3cccc(NC(=O)Nc4ccn(CCCC(=O)N(C)C)n4)c3)nc12,4.87,lockbox_primary,0.3333333333333333,OADMET-0003021,CCC(C)NC(=O)c1ccc(NC(=O)Nc2ccn(Cc3ccccc3C)n2)cc1,5.53
1485,OADMET-0002031,CN1CCN(C(=O)C2CCCCC2)CC1,C[NH+]1CCN(C(=O)C2CCCCC2)CC1,1.96,lockbox_primary,0.3695652173913043,OADMET-0005091,O=C(c1sccc1C1CC1)N1CCC(C(=O)N2CCCCC2)CC1,5.31
1487,OADMET-0004987,Cc1c(NC(=O)c2cc(F)cc3cccnc23)c(=O)n(-c2ccccc2)n1C,Cc1c(NC(=O)c2cc(F)cc3cccnc23)c(=O)n(-c2ccccc2)n1C,5.23,lockbox_primary,0.4307692307692308,OADMET-0004720,O=C(NCCNC(=O)c1cc(F)cc2cccnc12)c1ccc(O)cc1,4.59
1492,OADMET-0003346,C=C1CCN(C(=O)Nc2nnc(SCc3ccccc3)s2)C1,C=C1CCN(C(=O)Nc2nnc(SCc3ccccc3)s2)C1,5.34,lockbox_primary,0.4,OADMET-0005803,CCC(c1ccccc1)c1nnc(NC(=O)N2CCc3ncncc3C2)s1,5.15
1497,OADMET-0004997,Cc1cccc(C2CCN(C(=O)COc3cccc(NC(=O)C4CC4)c3)C2)c1,Cc1cccc(C2CCN(C(=O)COc3cccc(NC(=O)C4CC4)c3)C2)c1,5.02,lockbox_primary,0.484375,OADMET-0002030,O=C(COc1ccc(Br)cc1)N1CCC(c2ccccc2)C1,4.57
1505,OADMET-0003110,O=C(NCc1ccc(O)c(Cl)c1)C1(c2ccccc2)CCCO1,O=C(NCc1ccc(O)c(Cl)c1)C1(c2ccccc2)CCCO1,5.45,lockbox_primary,0.34328358208955223,OADMET-0005712,O=C(NCC1(c2ccccc2)CCCO1)c1nnc(-c2ccccc2)o1,4.49
1509,OADMET-0004679,CCOC1CC(O)(CNc2nc(-c3cccnc3)nc3ccccc23)C1(C)C,CCOC1CC(O)(CNc2nc(-c3cccnc3)nc3ccccc23)C1(C)C,5.23,excluded_initial_emax,0.375,OADMET-0004296,CC(CNc1nc(-c2ccncc2)nc2ccccc12)S(C)(=O)=O,4.71
1510,OADMET-0004874,O=C(CN1c2cccc3cccc(c23)S1(=O)=O)Nc1ccc(-n2nccn2)nc1,O=C(CN1c2cccc3cccc(c23)S1(=O)=O)Nc1ccc(-n2nccn2)nc1,4.89,lockbox_primary,0.3026315789473684,OADMET-0002649,O=C(COC1CC1)Nc1ccc(-n2cnc3ccccc32)nc1,1.79
1522,OADMET-0005541,Cc1cc(C)c2nc(NC(=O)CCOC3CCOCC3)sc2c1,Cc1cc(C)c2nc(NC(=O)CCOC3CCOCC3)sc2c1,4.68,lockbox_primary,0.3561643835616438,OADMET-0001905,O=C(CN1CCOCC1)Nc1nc2ccc([N+](=O)[O-])cc2s1,2.97
1524,OADMET-0005575,CC(=O)NCc1ccc(C(=O)NC(c2nc3ccccc3[nH]2)C2CCCCC2)o1,CC(=O)NCc1ccc(C(=O)NC(c2nc3ccccc3[nH]2)C2CCCCC2)o1,4.82,excluded_initial_emax,0.3375,OADMET-0005174,Cc1ccccc1C(C)NC(=O)N1CCC(c2nc3ccccc3[nH]2)CC1,4.62
1539,OADMET-0002816,Cc1ccc(NC(=O)Cn2nnc(-c3ccccc3)n2)c(-c2nc(C3CC3)n[nH]2)c1,Cc1ccc(NC(=O)Cn2nnc(-c3ccccc3)n2)c(-c2nc(C3CC3)n[nH]2)c1,5.51,lockbox_primary,0.3411764705882353,OADMET-0004567,COC(=O)Cc1ccccc1S(=O)(=O)Nc1ccc(-c2nc(C3CC3)n[nH]2)cc1,4.92
1548,OADMET-0004972,Nc1ncc(C(=O)NC2CN(C(c3ccccc3)c3ccccc3)C2)o1,Nc1ncc(C(=O)NC2C[NH+](C(c3ccccc3)c3ccccc3)C2)o1,4.24,lockbox_primary,0.3225806451612903,OADMET-0001884,O=C(NC1CCCC1)c1cc2c(ccc3ccccc32)o1,4.2
1555,OADMET-0006045,O=C(Cc1noc2ccccc12)NC1CCCN(Cc2ccc(F)cc2F)C1=O,O=C(Cc1noc2ccccc12)NC1CCCN(Cc2ccc(F)cc2F)C1=O,5.42,excluded_initial_emax,0.4358974358974359,OADMET-0005574,COc1ccccc1N1CCC(NC(=O)Cc2noc3ccccc23)C1,5.28
1558,OADMET-0001460,O=C(NCCN(C1CCOCC1)C1CCCN(C(=O)C2CC2)C1)c1ccc2[nH]cnc2c1,O=C(NCC[NH+](C1CCOCC1)C1CCCN(C(=O)C2CC2)C1)c1ccc2[nH]cnc2c1,2.48,lockbox_primary,0.6133333333333333,OADMET-0001458,Cn1cnc(C(=O)NCCN(C2CCOCC2)C2CCCN(C(=O)C3CC3)C2)c1,3.0
1568,OADMET-0003004,O=C(NCc1ccccc1-c1ccncc1)C(O)c1cccc(C(F)(F)F)c1,O=C(NCc1ccccc1-c1ccncc1)C(O)c1cccc(C(F)(F)F)c1,5.16,excluded_initial_emax,0.38095238095238093,OADMET-0002041,CCC(C(=O)Nc1cccc(C(F)(F)F)c1)c1ccccc1,5.03
1569,OADMET-0004682,Cc1cccc(CC(=O)NC2CCN(C3CCCCC3)C2=O)c1Cl,Cc1cccc(CC(=O)NC2CCN(C3CCCCC3)C2=O)c1Cl,4.88,lockbox_primary,0.4264705882352941,OADMET-0003363,O=C(NC1CCN(C2CCCCC2)C1=O)N[C@]1(c2ccccc2F)C[C@@H](F)C1,5.84
1575,OADMET-0002253,Cc1c(-c2ccccc2)nc2ccccc2c1C(=O)O,Cc1c(-c2ccccc2)nc2ccccc2c1C(=O)[O-],3.05,lockbox_primary,0.5869565217391305,OADMET-0001951,CC[C@H](NC(=O)c1c(C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,5.95
1579,OADMET-0002567,CC1(C)[C@H](NC(=O)Nc2ncn(C(C)(C)C)n2)[C@H]1c1ccccc1,CC1(C)[C@H](NC(=O)Nc2ncn(C(C)(C)C)n2)[C@H]1c1ccccc1,5.93,lockbox_primary,0.2876712328767123,OADMET-0003367,CC(C)n1nnc(NC(=O)N2CC3(CCC3)C2c2ccccc2)n1,5.56
1580,OADMET-0003218,CN(C)c1cc(C(=O)N2CCC(Oc3ccccn3)C2)c2ccccc2n1,CN(C)c1cc(C(=O)N2CCC(Oc3ccccn3)C2)c2ccccc2n1,5.11,lockbox_primary,0.5147058823529411,OADMET-0005847,O=C(c1cnn(-c2ccccc2)c1)N1CCC(Oc2ccccn2)C1,5.21
1582,OADMET-0001980,O=C(CSc1nc2ccccc2s1)Nc1nccs1,O=C(CSc1nc2ccccc2s1)Nc1nccs1,4.06,lockbox_primary,0.574468085106383,OADMET-0002288,O=C(O)CSc1nc2ccccc2s1,2.96
1583,OADMET-0001589,C=CC(=O)N(C)c1ccc(C(=O)N[C@@H]2CCCN(S(=O)(=O)C3CC3)C2)cc1,C=CC(=O)N(C)c1ccc(C(=O)N[C@@H]2CCCN(S(=O)(=O)C3CC3)C2)cc1,3.04,lockbox_primary,0.55,OADMET-0005361,CN(C)S(=O)(=O)N1CCCC(NC(=O)c2ccc(Cl)cc2)C1,5.11
1586,OADMET-0003794,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,4.6,lockbox_primary,0.4,OADMET-0002109,COc1ccc(N)cc1,2.53
1592,OADMET-0002988,COC(=O)CC1CN(C(=O)c2cc(C(F)(F)F)ccn2)c2ccccc21,COC(=O)CC1CN(C(=O)c2cc(C(F)(F)F)ccn2)c2ccccc21,5.18,lockbox_primary,0.3472222222222222,OADMET-0005053,CC(C)(C)C1CN(C(=O)c2ccc(C(N)=O)nc2)c2ccccc21,4.95
1601,OADMET-0005975,O=C(Nc1ccc(F)nc1)N1CCC(Cc2ccc(F)cc2)C1,O=C(Nc1ccc(F)nc1)N1CCC(Cc2ccc(F)cc2)C1,4.71,excluded_initial_emax,0.45454545454545453,OADMET-0005894,CC(NC(=O)c1ccco1)C(=O)N1CCC(Cc2ccc(F)cc2)C1,4.71
1602,OADMET-0004922,O=C(NCc1cccc2[nH]ccc12)Nc1cccc(N2CCCC2)c1,O=C(NCc1cccc2[nH]ccc12)Nc1cccc(N2CCCC2)c1,5.34,lockbox_primary,0.36764705882352944,OADMET-0005996,CN(C)C(=O)C(Cc1ccccc1)NCc1cccc2[nH]ccc12,4.85
